"CODIGO CAPITULO","CAPITULO","CODIGO SUBCAPITULO","SUBCAPITULO","CODIGO ITEM","ITEM","UNIDAD","Vr MANO DE OBRA","TOTAL"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.05","CODO PVC GRAN RADIO 11 1/4° RDE 21 D=12""","UND","$6.752,68","$1.272.989,78"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.06","CODO PVC GRAN RADIO 11 1/4° RDE 21 D=4""","UND","$6.752,68","$83.199,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.07","CODO PVC GRAN RADIO 11 1/4° RDE 21 D=6""","UND","$6.752,68","$180.007,35"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.08","CODO PVC GRAN RADIO 11 1/4° RDE 21 D=8""","UND","$6.752,68","$359.412,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.09","CODO PVC GRAN RADIO 22 1/2° RDE 21 D=10""","UND","$6.752,68","$927.754,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.10","CODO PVC GRAN RADIO 22 1/2° RDE 21 D=12""","UND","$6.752,68","$1.267.160,52"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.11","CODO PVC GRAN RADIO 22 1/2° RDE 21 D=2""","UND","$6.752,68","$33.190,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.12","CODO PVC GRAN RADIO 22 1/2° RDE 21 D=3""","UND","$6.752,68","$51.179,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.13","CODO PVC GRAN RADIO 22 1/2° RDE 21 D=4""","UND","$6.752,68","$85.920,68"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.14","CODO PVC GRAN RADIO 22 1/2° RDE 21 D=6""","UND","$6.752,68","$204.145,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.15","CODO PVC GRAN RADIO 22 1/2° RDE 21 D=8""","UND","$6.752,68","$415.105,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.16","CODO PVC GRAN RADIO 45° RDE 21 D=10""","UND","$6.752,68","$1.156.439,52"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.17","CODO PVC GRAN RADIO 45° RDE 21 D=12""","UND","$6.752,68","$1.588.850,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.18","CODO PVC GRAN RADIO 45° RDE 21 D=2 1/2""","UND","$6.752,68","$36.412,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.19","CODO PVC GRAN RADIO 45° RDE 21 D=2""","UND","$6.752,68","$33.970,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.20","CODO PVC GRAN RADIO 45° RDE 21 D=3""","UND","$6.752,68","$52.081,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.21","CODO PVC GRAN RADIO 45° RDE 21 D=4""","UND","$6.752,68","$125.849,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.22","CODO PVC GRAN RADIO 45° RDE 21 D=6""","UND","$6.752,68","$254.406,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.23","CODO PVC GRAN RADIO 45° RDE 21 D=8""","UND","$6.752,68","$541.150,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.24","CODO PVC GRAN RADIO 6°   D =   10""","UND","$6.752,68","$468.147,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.25","CODO PVC GRAN RADIO 6°   D =   12""","UND","$6.752,68","$619.298,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.26","CODO PVC GRAN RADIO 6°   D =   8""","UND","$6.752,68","$225.687,52"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.27","CODO PVC GRAN RADIO 90° RDE 21 D=10""","UND","$6.752,68","$1.763.835,52"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.28","CODO PVC GRAN RADIO 90° RDE 21 D=12""","UND","$6.752,68","$2.349.935,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.29","CODO PVC GRAN RADIO 90° RDE 21 D=2 1/2""","UND","$6.752,68","$43.914,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.30","CODO PVC GRAN RADIO 90° RDE 21 D=2""","UND","$6.752,68","$38.359,69"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.31","CODO PVC GRAN RADIO 90° RDE 21 D=3""","UND","$6.752,68","$75.718,68"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.32","CODO PVC GRAN RADIO 90° RDE 21 D=4""","UND","$10.804,30","$140.853,39"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.33","CODO PVC GRAN RADIO 90° RDE 21 D=6""","UND","$10.804,30","$354.592,46"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.34","CODO PVC GRAN RADIO 90° RDE 21 D=8""","UND","$10.804,30","$841.136,78"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.35","CODO PVC RADIO CORTO 90°   D =   3""","UND","$4.051,61","$126.562,92"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.36","CODO PVC RADIO CORTO 90°   D =   4""","UND","$6.752,68","$214.736,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.37","CODO PVC RADIO CORTO 90°   D =   6""","UND","$6.752,68","$389.300,63"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.38","CODO PVC RADIO CORTO 90°   D =   8""","UND","$6.752,68","$751.944,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.39","COLLAR PVC DE DERIVACIÓN DE 2 1/2 "" * 1/2""","UND","$4.502,69","$14.183,62"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.40","COLLAR PVC DE DERIVACIÓN DE 2 1/2""*3/4""","UND","$4.502,69","$13.782,31"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.41","COLLAR PVC DE DERIVACIÓN DE 2""*1/2""","UND","$4.502,69","$15.027,82"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.42","COLLAR PVC DE DERIVACIÓN DE 2""*3/4""","UND","$4.502,69","$12.510,82"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.43","COLLAR PVC DE DERIVACIÓN DE 3""*1/2""","UND","$4.502,69","$18.142,49"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.44","COLLAR PVC DE DERIVACIÓN DE 3""*3/4""","UND","$4.502,69","$21.394,48"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.45","COLLAR PVC DE DERIVACIÓN DE 4""*1/2""","UND","$4.502,69","$21.652,82"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.46","COLLAR PVC DE DERIVACIÓN DE 4""*3/4""","UND","$4.502,69","$21.977,82"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.47","COLLAR PVC DE DERIVACIÓN DE 6""*1/2""","UND","$4.502,69","$26.452,82"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.48","COLLAR PVC DE DERIVACIÓN DE 6""*3/4""","UND","$4.502,69","$24.740,82"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.49","COLLAR PVC DE DERIVACIÓN DE 8"" * 1""","UND","$4.502,69","$57.109,82"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.50","CONEXIONES DOMICILIARIAS PVC 1/2"", INCLUYE CAJA Y MEDIDOR","UND","$30.911,60","$309.563,22"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.51","GRAVAS PARA LECHO FILTRANTE ( 16- 25 MM) DE CANTO RODADO.","M3","$34.103,77","$575.354,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.52","GRAVAS PARA LECHO FILTRANTE ( 3- 5 MM) DE CANTO RODADO.","M3","$34.103,77","$575.354,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.53","GRAVAS PARA LECHO FILTRANTE ( 6- 15 MM) DE CANTO RODADO.","M3","$34.103,77","$575.354,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.54","GRAVAS PARA LECHO FILTRANTE (1.3 - 4.5 MM) DE CANTO RODADO.","M3","$34.103,77","$575.354,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.55","PUNTO ACOMETIDA 1/2""","UND","$64.665,95","$91.836,76"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.56","PUNTO HIDRAULICO 1/2""","UND","$64.665,95","$83.501,04"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.57","PUNTO HIDRAULICO 3/4""","UND","$64.665,95","$100.978,36"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.58","SUMINISTRO E INSTALACIÓN CAJAS PARA VÁLVULAS TIPO CHOROTE EN H.F.","UND","$24.554,66","$161.532,39"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.59","SUMINISTRO E INSTALACIÓN HIDRANTE TIPO MILLAN  D = 3"" BRIDA","UND","$196.437,32","$2.371.654,05"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.60","SUMINISTRO E INSTALACIÓN HIDRANTE TIPO MILLAN  D = 3"" E.L","UND","$196.437,32","$2.111.961,05"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.61","SUMINISTRO E INSTALACIÓN HIDRANTE TIPO MILLAN  D = 4"" BRIDA","UND","$196.437,32","$3.429.081,05"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.62","SUMINISTRO E INSTALACIÓN HIDRANTE TIPO MILLAN  D = 4"" E.L","UND","$203.667,34","$2.922.954,07"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.63","SUMINISTRO E INSTALACIÓN HIDRANTE TIPO MILLAN  D = 6"" BRIDA","UND","$196.437,32","$4.424.228,05"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.64","SUMINISTRO E INSTALACIÓN HIDRANTE TIPO MILLAN  D = 6"" E.L","UND","$196.437,32","$4.424.388,05"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.65","SUMINISTRO E INSTALACIÓN REGISTRO DE BOLA  D = 1 1/2"" TIPO LIVIANO","UND","$19.643,74","$80.388,23"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.66","SUMINISTRO E INSTALACIÓN REGISTRO DE BOLA  D = 1/2"" TIPO LIVIANO","UND","$7.857,50","$16.223,76"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.67","SUMINISTRO E INSTALACIÓN REGISTRO DE BOLA  D = 2 1/2"" TIPO PESADO","UND","$26.873,75","$207.745,42"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.68","SUMINISTRO E INSTALACIÓN REGISTRO DE BOLA  D = 2"" TIPO PESADO","UND","$26.873,75","$127.277,42"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.69","SUMINISTRO E INSTALACIÓN REGISTRO DE BOLA  D = 3/4"" TIPO LIVIANO","UND","$9.821,87","$20.536,14"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.70","SUMINISTRO E INSTALACIÓN REGISTRO DE BOLA  D = 4"" TIPO PESADO","UND","$26.873,75","$340.295,42"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.71","SUMINISTRO E INSTALACIÓN REGISTRO DE BOLA  D =2"" TIPO LIVIANO","UND","$53.747,50","$115.092,84"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.72","SUMINISTRO E INSTALACION TEE PRESION PVC  D=1""","UND","$1.350,54","$3.907,33"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.73","SUMINISTRO E INSTALACION TEE PRESION PVC  D=1 1/4""","UND","$1.620,64","$7.731,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.74","SUMINISTRO E INSTALACION TEE PRESION PVC  D=1 1/2""","UND","$2.701,07","$10.462,49"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.75","SUMINISTRO E INSTALACION TEE PRESION PVC  D=1/2""","UND","$297,11","$1.156,71"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.76","SUMINISTRO E INSTALACION TEE PRESION PVC  D=2""","UND","$1.350,54","$14.993,07"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.77","SUMINISTRO E INSTALACION TEE PRESION PVC  D=3""","UND","$2.160,86","$54.451,43"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.78","SUMINISTRO E INSTALACION TEE PRESION PVC  D=3/4""","UND","$1.620,64","$2.912,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.79","SUMINISTRO E INSTALACION TEE PRESION PVC  D=4""","UND","$2.701,07","$116.865,66"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.80","SUMINISTRO E INSTALACION TEE PRESION PVC REDUCCION  D=1"" x 1/2""","UND","$1.350,54","$4.774,55"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.81","SUMINISTRO E INSTALACION TEE PRESION PVC REDUCCION  D=1"" x 3/4""","UND","$810,33","$4.781,84"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.82","SUMINISTRO E INSTALACION TEE PRESION PVC REDUCCION  D=3/4"" x 1/2""","UND","$810,33","$3.099,1"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.83","SUMINISTRO E INSTALACION TEE PVC UM D= 3""x2""x2 1/2""","UND","$4.051,61","$77.036,27"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.84","SUMINISTRO E INSTALACION TEE PVC UM D= 3""x2""x2""","UND","$4.051,61","$72.267,27"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.85","SUMINISTRO E INSTALACION TEE PVC UM D= 3""x2""x3""","UND","$4.051,61","$81.208,27"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.86","SUMINISTRO E INSTALACION TEE PVC UM D= 4""x2""x3""","UND","$4.051,61","$120.709,77"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.87","SUMINISTRO E INSTALACION TEE PVC UM D= 4""x2""x4""","UND","$4.051,61","$128.264,77"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.88","SUMINISTRO E INSTALACION TEE PVC UM D=2 1/2""x2""x2""","UND","$4.051,61","$64.271,27"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.89","SUMINISTRO E INSTALACION TEE PVC UM D=2""x2""x2""","UND","$4.051,61","$44.701,77"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.90","UNION PVC   MECANICA D = 2 1/2""","UND","$10.804,30","$40.856,14"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.91","UNION PVC   MECANICA D = 2""","UND","$10.804,30","$35.084,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.92","UNION PVC  MECANICA D = 10""","UND","$13.505,37","$510.992,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.93","UNION PVC  MECANICA D = 12""","UND","$13.505,37","$855.601,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.94","UNION PVC  MECANICA D = 3""","UND","$13.505,37","$54.754,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.95","UNION PVC  MECANICA D = 4""","UND","$13.505,37","$81.492,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.96","UNION PVC  MECANICA D = 6""","UND","$13.505,37","$169.612,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.04","ACCESORIOS- ACUEDUCTO","2.04.97","UNION PVC  MECANICA D = 8""","UND","$13.505,37","$299.197,41"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.01","ARO - TAPA EN  HF - TIPO LIVIANO","UND","$0,00","$215"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.02","BASE Y CAÑUELA, CONCRETO 17.5 MPa - (2500 PSI)","M3","$171.886,54","$622.647,86"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.03","POZO DE INSPECCIÓN, DIAMETRO INTERIOR 1.0m H <1.0m","UND","$261.909,88","$1.124.303,43"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.04","POZO DE INSPECCIÓN, DIÁMETRO INTERIOR 1.2 M , 2.0  <  H < 2.5","UND","$491.093,30","$2.312.167,88"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.05","POZO DE INSPECCIÓN, DIÁMETRO INTERIOR 1.2 M, 1.50  <  H < 2.00","UND","$491.093,30","$1.772.055,49"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.06","POZO DE INSPECCIÓN, DIAMETRO INTERIOR 1.2m, 1.0< H <1.5m","UND","$294.655,98","$1.179.515,21"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.07","POZO DE INSPECCIÓN, DIÁMETRO INTERIOR 1.5 M, 2.5  < H < 3.5","UND","$491.093,30","$3.538.488,86"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.08","PUNTO  DE DESAGUES  D=2""","UND","$10.804,30","$44.109,63"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.09","PUNTO DE DESAGUES PVC 3"" Y 4""","UND","$10.804,30","$88.036,72"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.10","SUMINISTRO E INSTALACION ADAPTADOR DE LIMPIEZA PVC SANITARIA D=2""","UND","$540,21","$7.282,53"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.11","SUMINISTRO E INSTALACION ADAPTADOR DE LIMPIEZA PVC SANITARIA D=3""","UND","$540,21","$15.961,38"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.12","SUMINISTRO E INSTALACION ADAPTADOR DE LIMPIEZA PVC SANITARIA D=4""","UND","$540,21","$23.397,02"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.13","SUMINISTRO E INSTALACION ADAPTADOR DE LIMPIEZA PVC SANITARIA D=6""","UND","$1.350,54","$58.744,97"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.14","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm 90° POLIETILENO DN=200mm","UND","$55.427,95","$2.287.544,75"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.15","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm 90° POLIETILENO DN=250mm","UND","$55.427,95","$2.429.108,75"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.16","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm 90° POLIETILENO DN=315mm","UND","$55.427,95","$2.507.635,75"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.17","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm BASE RECTA POLIETILENO DN=200mm","UND","$55.427,95","$2.286.780,75"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.18","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm BASE RECTA POLIETILENO DN=250mm","UND","$55.427,95","$2.380.576,75"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.19","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm BASE RECTA POLIETILENO DN=315mm","UND","$55.427,95","$2.506.576,75"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.20","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm DOBLE TEE POLIETILENO DN=200mm","UND","$55.427,95","$2.622.435,75"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.21","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm DOBLE TEE POLIETILENO DN=250mm","UND","$55.427,95","$2.907.445,75"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.22","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm DOBLE TEE POLIETILENO DN=315mm","UND","$55.427,95","$3.062.020,75"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.23","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm INICIAL POLIETILENO DN=200mm","UND","$55.427,95","$2.165.874,75"
"2","SANEAMIENTO BASICO Y MEDIO AMBIENTE","2.05","TUBERIA SANITARIA PVC -  ALCANTARILLADO Y DESAGÜE","2.05.24","SUMINISTRO E INSTALACIÓN CAMARA DE INSPECCIÓN 1000mm INICIAL POLIETILENO DN=250mm","UND","$55.427,95","$2.190.428,75"
