"CODIGO CAPITULO","CAPITULO","CODIGO SUBCAPITULO","SUBCAPITULO","CODIGO ITEM","ITEM","UNIDAD","Vr MANO DE OBRA","TOTAL"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.01","ABERTURA VANO PUERTA-VENTANA","M2","$7.229,86","$7.482,91"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.02","ACARREO MATERIALES PETREOS-TIERRA-VARIOS (DISTANCIA DE 1 A 5 KM)","M3","$0,00","$1.722,5"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.03","CERRAMIENTO ALAMBRE DE PUAS No. 12  5 HILOS POSTES DE MADERA. DISTANCIA ENTRE POSTES 2 M","ML","$10.844,80","$32.774,69"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.04","CERRAMIENTO EN TABLA BURRA H=3.00  mts.","ML","$9.822,09","$53.090,74"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.05","CONFIGURACIÓN-NIVELACIÓN TERRENO","M2","$180,75","$1.115,35"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.06","CONFORMACIÓN COMPACTACIÓN SUBRASANTE CBR=95%","M2","$3.410,39","$6.405,63"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.07","CORTE ARBOL (INCL.RAICES) H>3.0","UND","$12.277,60","$90.816,22"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.08","CORTE DE ARBUSTO","UND","$4.970,53","$5.219,06"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.09","CORTE RAIZ D = 30 cm - 80 cm","ML","$16.267,19","$17.080,55"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.10","DEMOLICIÓN  CONCRETO CICLOPEO (INCLUYE RETIRO)","M3","$25.304,52","$172.783,75"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.11","DEMOLICIÓN  SARDINEL  (INCLUYE RETIRO)","ML","$4.518,66","$4.676,81"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.12","DEMOLICIÓN ALFAJIA CONCRETO  (INCLUYE RETIRO)","ML","$3.163,07","$3.321,22"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.13","DEMOLICIÓN ANDEN/CONTRAPISO CONCRETO E > A 12CM","M2","$3.437,73","$16.281,5"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.14","DEMOLICIÓN ANDEN/CONTRAPISO CONCRETO E= 7.6CM A 12CM","M2","$2.209,97","$11.093,31"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.15","DEMOLICIÓN CAJA INSPECCION","UND","$11.748,53","$12.335,96"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.16","DEMOLICIÓN CIELO FALSO ESTERILLA-ADOBE","M2","$10.558,74","$14.380,28"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.17","DEMOLICIÓN CIELO FALSO ESTRUCTURA ALUMINIO (INCLUYE RETIRO)","M2","$1.355,60","$2.679,63"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.18","DEMOLICIÓN CIMIENTO CONCRETO (INCLUYE RETIRO)","M3","$41.743,87","$190.045,06"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.19","DEMOLICIÓN COLUMNA CONCRETO","M3","$27.111,99","$194.118,47"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.20","DEMOLICIÓN CUNETA EN CONCRETO","ML","$4.970,53","$5.154,44"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.21","DEMOLICION DE PISOS DE CONCRETO <=10 CMS","M2","$8.398,13","$28.611,96"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.22","DEMOLICIÓN DE SUMIDEROS","UND","$4.970,53","$18.801,08"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.23","DEMOLICIÓN EDIFICACION EXISTENTE","M2","$26.737,33","$36.918,85"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.24","DEMOLICIÓN ENCHAPE CERAMICO","M2","$7.049,12","$7.225,35"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.25","DEMOLICIÓN ESCALERA CONCRETO REFORZADO (INCLUYE RETIRO)","M3","$8.675,84","$31.529,11"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.26","DEMOLICIÓN GUARDAESCOBA (INCLUYE RETIRO)","ML","$1.807,47","$1.825,54"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.27","DEMOLICIÓN LAVADERO EXISTENTE","UND","$34.793,72","$36.185,47"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.28","DEMOLICIÓN MESON CONCRETO (INCLUYE RETIRO)","M2","$24.400,79","$25.254,82"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.29","DEMOLICIÓN MURO ADOBE (INCLUYE RETIRO)","M2","$2.259,33","$2.372,3"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.30","DEMOLICIÓN MURO CONCRETO E=30CM","M2","$16.796,27","$66.374,08"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.31","DEMOLICIÓN MURO CONCRETO HASTA E= 15CM","M2","$8.781,65","$30.577,64"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.32","DEMOLICION MUROS EN LADRILLO E = 0.25 mts.","M2","$11.295,40","$11.860,17"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.33","DEMOLICIÓN MUROS LADRILLO E = 0.15 mts.","M2","$9.822,09","$10.313,19"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.34","DEMOLICIÓN PAÑETES","M2","$4.518,66","$4.609,03"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.35","DEMOLICIÓN PAÑETES TECHO","M2","$4.970,53","$5.069,94"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.36","DEMOLICIÓN PISO BALDOSA+MORTERO","M2","$2.259,33","$2.372,3"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.37","DEMOLICIÓN PISO GRANO PULIDO","M2","$3.343,81","$3.444,12"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.38","DEMOLICIÓN PLACA DE PISO E= 10 cm.","M2","$16.796,27","$46.878,88"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.39","DEMOLICIÓN PLACAS ALIGERADAS CONCRETO E<= 25 cm.","M2","$8.005,75","$26.686,31"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.40","DEMOLICIÓN PLACAS ALIGERADAS CONCRETO E>=25 cm.","M2","$9.813,22","$44.145,71"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.41","DEMOLICIÓN PLACAS MACIZAS CONCRETO E <= 20 cm.","M2","$6.718,51","$36.297,24"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.42","DEMOLICIÓN VIGA AMARRE CONCRETO < 25 CM - 35 CM","ML","$3.487,09","$5.610,96"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.43","DEMOLICIÓN VIGA CANAL.","ML","$13.948,38","$16.107,94"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.44","DEMOLICIÓN VIGA CONCRETO 25cm-35cm","ML","$3.811,12","$5.951,2"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.45","DEMOLICIÓN VIGA CONCRETO 35cm-45cm","ML","$4.714,86","$8.849,64"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.46","DESCAPOTE MANUAL (HASTA 20 CM ) DISTANCIA DE 1 A 5 KM","M2","$4.911,05","$8.052,73"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.47","DESMONTE ADOQUIN PREFABRICADO","M2","$3.434,19","$3.588,73"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.48","DESMONTE ALAMBRE PÚAS CERRAMIENTO 3 - 5 LÍNEAS INCLUYE POSTES.","ML","$7.230,02","$7.591,52"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.49","DESMONTE CANALES - BAJANTES.","ML","$2.455,52","$5.017,13"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.50","DESMONTE CIELO FALSO MADERA","M2","$3.100,08","$5.674,58"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.51","DESMONTE CORREA METÁLICA","ML","$2.259,33","$4.817,02"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.52","DESMONTE CORREA-VIGA-COLUMNA MADERA.","ML","$3.163,07","$4.733,83"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.53","DESMONTE CUBIERTA TEJA DE BARRO.","M2","$24.555,22","$28.295,48"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.54","DESMONTE CUBIERTAS TEJA DE ASBESTO Y/ O ASBESTO CEMENTO.","M2","$7.366,57","$9.523,9"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.55","DESMONTE DE CUBIERTA LAMINA","M2","$5.038,88","$7.149,66"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.56","DESMONTE DE CUBIERTA ZINC + ENTRAMADO.","M2","$11.008,90","$13.741,58"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.57","DESMONTE DIVISIÓN - PISO A TECHO.","M2","$4.337,92","$4.598,2"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.58","DESMONTE ESTRUCTURA MADERA CIELO FALSO","M2","$3.359,26","$5.938,95"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.59","DESMONTE ESTRUCTURA MADERA TEJA EN ASBESTO CEMENTO","M2","$5.490,75","$8.113,06"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.60","DESMONTE ESTRUCTURA MADERA TEJA DE BARRO","M2","$6.718,51","$13.134,13"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.61","DESMONTE ESTRUCTURA METÁLICA PERFILES-VIGAS.","kg","$1.021,59","$3.394,45"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.62","DESMONTE MALLA ESLABONADA H=2.0 M.","ML","$3.614,93","$3.687,23"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.63","DESMONTE MARCOS, PUERTAS Y VENTANAS","M2","$9.822,09","$10.313,19"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.64","DESMONTE REJA METÁLICA.","M2","$10.392,93","$10.912,58"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.65","DESMONTE VIDRIO","M2","$2.259,33","$2.304,52"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.66","INSTALACIÓN PROVISIONAL ACUEDUCTO","mes","$0,00","$92"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.67","INSTALACIÓN PROVISIONAL ENERGIA","mes","$0,00","$103"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.68","LOCALIZACIÓN Y REPLANTEO OBRA ARQUITECTÓNICA","M2","$4.229,84","$4.829,44"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.69","LOCALIZACIÓN Y REPLANTEO REDES HASTA H=50 cm.","M2","$3.193,89","$3.397,67"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.70","RED ELÉCTRICA PROVISIONAL L/50 M","UND","$540.214,80","$2.098.477,98"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.71","REGATAS SOBRE MUROS EN CONCRETO, LADRILLO Y BLOQUE","ML","$1.536,35","$1.597,8"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.72","RETIRO TUBERÍA AGUA (GALVANIZADA-PVC-AC) HASTA 1""","ML","$2.160,86","$2.268,9"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.73","RETIRO TUBERIA EXISTENTE 0"" A 12""","ML","$4.518,66","$4.654,22"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.74","RETIRO TUBERIA EXISTENTE 12"" A 24""","ML","$13.555,99","$17.456,79"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.75","ROTURA PAVIMENTO","M2","$7.229,86","$7.808,25"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.76","ALQUILER DE CAMIONETA D300 O SIMILAR(ACARREOS, TRANSPORTES)","hr","$9.037,33","$57.796,26"
"1","EDIFICACIONES","1.01","PRELIMINARES","1.01.77","ALQUILER DE CAMION  350 O SIMILAR(ACARREOS, TRANSPORTES)","hr","$9.037,33","$63.576,95"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.01","BASE EN CONCRETO POBRE E=0.05 mts. 14 MPa - (2000 PSI)","M2","$8.594,33","$29.930,32"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.02","CAJAS DE INSPECCION DE 1.00 X 1.00 X 1.00 MTS LADRILLO","UND","$85.943,26","$593.114,34"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.03","CAJAS DE INSPECCION DE 1.20 X 1.20 X 1.20 MTS LADRILLO","UND","$98.220,88","$787.551,83"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.04","CAJAS DE INSPECCION DE 60x60x60 cm  LADRILLO","UND","$100.402,99","$342.016,05"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.05","CAJAS DE INSPECCION DE 80 X 80 X 80 cm LADRILLO","UND","$103.114,19","$492.495,89"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.06","CONCRETO CICLOPEO 10,5MPa (1500 PSI) RELACIÓN 60C/40P","M3","$85.259,76","$336.420,67"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.07","CONCRETO CICLOPEO 14MPa (2000 PSI) RELACIÓN 60C/40P","M3","$110.837,68","$389.522,57"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.08","CONCRETO CICLOPEO 17.5MPa (2500 PSI) RELACIÓN 60C/40P","M3","$110.837,68","$405.865,21"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.09","CONCRETO CICLOPEO 21MPa (3000 PSI) RELACIÓN 60C/40P","M3","$110.837,68","$421.022"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.10","CONCRETO DE ZAPATAS 21 MPa - (3000 PSI)","M3","$189.075,19","$700.084,61"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.11","CONCRETO DE ZAPATAS 21MPa  + FORMALETA","M3","$190.794,06","$712.761,2"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.12","CONCRETO VIGA DE AMARRE 21,1 MPa TE INVERTIDA","M3","$159.608,93","$698.080,81"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.13","CONCRETO VIGA DE AMARRE 21,1 MPa, SECCION RECTANGULAR","M3","$144.875,80","$682.168,64"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.14","CONSTRUCCION DE MUROS EN GAVIONES, INCLUYE MALLA ESLABONADA TRIPLE  TORSION CAL. 12","M3","$51.598,86","$211.610,7"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.15","EXCAVACION DE CORTES Y CANALES SIN CLASIFICAR INCLUYE ACARREO LIBRE DE 5 KM","M3","$612,44","$16.320,25"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.16","EXCAVACION DE CORTES, CANALES Y PRESTAMOS EN MATERIAL COMUN A MAQUINA INCLUYE CARGUE Y ACARREO LIBRE DE 5 KM","M3","$0,00","$12.450,65"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.17","EXCAVACION MANUAL EN MATERIAL COMUN (INCLUYE RETIRO)","M3","$53.747,50","$66.142,29"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.18","EXCAVACION MECANICA EN ROCA DE LA EXPLANEACION, CANALES Y PRESTAMOS SIN EXPLOSIVOS, (INCLUYE RETIRO)","M3","$2.434,86","$123.234,84"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.19","LOSA FLOTANTE CASETON-VIGAS H = 40 CM - 45 CM","M2","$95.274,25","$132.554,35"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.20","LOSA MACIZA CIMIENTO CONCRETO 21 MPa - 3000 PSI H=10 CM","M2","$21.314,93","$83.364,2"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.21","LOSA MACIZA CIMIENTO CONCRETO 21 MPa - 3000 PSI H=15 CM","M2","$23.446,43","$105.798,88"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.22","LOSA MACIZA CIMIENTO CONCRETO 21 MPa - 3000 PSI H=20 CM","M2","$25.577,92","$136.370,5"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.23","MURO CONTENCION CONCRETO CICLOPEO H<1.5 MTS 40%","M3","$171.886,54","$593.384,86"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.24","MURO DE CONTENCIÓN EN CONCRETO DE 21 MPa - 3000 PSI 1.01MTS  H  2.00MTS","M3","$255.779,28","$816.987,21"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.25","MURO DE CONTENCIÓN EN CONCRETO DE 21 MPa - 3000 PSI 2.01MTS H 3,5 MTS","M3","$255.779,28","$866.119,14"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.26","PEDESTAL CONCRETO 21,1 Mpa (3000 PSI)","M3","$73.665,66","$629.504,25"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.27","RELLENO CON MATERIAL DEL SITIO COMPACTADO CILINDRO","M3","$9.941,06","$18.981,44"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.28","SOLADO CONCRETO ESPESOR E=0.05MTS 14MPa (2000PSI)","M2","$7.366,57","$28.716,43"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.29","SOLADO CONCRETO ESPESOR E=0.07MTS 14MPa (2000PSI)","M2","$7.366,57","$37.250,48"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.30","SUMINISTRO E INSTALACIÓN MALLA ELECTROSOLDADA U-84","kg","$1.202,19","$6.169,77"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.31","SUMINISTRO E INSTALACIÓN TUBERÍA DE ALCANTARILLADO PVC  D= 6""","ML","$10.742,82","$50.633,48"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.32","SUMINISTRO E INSTALACIÓN TUBERÍA DE ALCANTARILLADO PVC D=4""","ML","$7.403,39","$28.134,71"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.33","SUMINISTRO E INSTALACIÓN TUBERIA PVC D=4"" DRENAJE SIN FILTRO","ML","$5.402,15","$24.604,21"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.34","SUMINISTRO E INSTALACIÓN TUBERIA PVC D=6"" DRENAJE SIN FILTRO","ML","$5.402,15","$43.095,21"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.35","SUMINISTRO E INSTALACIÓN TUBERIA PVC D=8"" DRENAJE CON FILTRO","ML","$10.804,30","$74.535,43"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.36","SUMINISTRO E INSTALACIÓN TUBERIA PVC D=8"" DRENAJE SIN FILTRO","ML","$10.804,30","$70.608,43"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.37","SUMINISTRO E INSTALACION TUBERIA PVC SANITARIA D= 2""","ML","$5.402,15","$18.029,77"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.38","SUMINISTRO E INSTALACION TUBERIA PVC SANITARIA D= 3""","ML","$5.402,15","$22.980,97"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.39","SUMINISTRO E INSTALACIÓN TUBERÍA SANITARIA DE DESAGUE  PVC  D=2""","ML","$7.403,39","$22.485,91"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.40","SUMINISTRO E INSTALACIÓN TUBERÍA SANITARIA DE DESAGUE  PVC  D=4""","ML","$7.403,39","$40.414,31"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.41","SUMINISTRO FIGURADA Y AMARRE DE ACERO 37000 PSI 240 MPa","kg","$833,09","$4.170,69"
"1","EDIFICACIONES","1.02","CIMENTACIÓN Y DESAGUES","1.02.42","SUMINISTRO FIGURADA Y AMARRE DE ACERO 60000 PSI 420 MPa","kg","$1.004,41","$4.427,28"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.01","COLUMNAS EN CONCRETO 21 MPa - (3000 PSI), ALTURA MENOR A TRES METROS-FORMALETA MADERA","M3","$252.673,22","$1.184.917,93"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.02","COLUMNAS EN CONCRETO 21 MPa (3000 PSI), ALTURA MAYOR A 3 mts-FORMALETA MADERA","M3","$313.079,06","$1.238.546,75"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.03","CONSTRUCCION DE VIGA CANAL EN CONCRETO IMPERMEABILZADO 21 MPa - (3000 PSI)","M3","$364.227,24","$1.152.855,06"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.04","CONSTRUCCION DE VIGA CANAL EN CONCRETO IMPERMEABILZADO 24.5 MPa - (3500 PSI)","M3","$364.227,24","$1.174.436,45"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.05","CONSTRUCCION DE VIGA CANAL EN CONCRETO IMPERMEABILZADO 28 MPa - (4000 PSI)","M3","$364.227,24","$1.216.130"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.06","ESCALERAS MACIZA 21 MPa - (3000 PSI)","M3","$524.253,95","$1.230.801,29"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.07","PLACA CASETON ESTERILLA DE GUADUA ALTURA DE 30 CMS   24.5 MPa - (3500 PSI)","M2","$67.185,10","$184.943,7"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.08","PLACA CASETON ESTERILLA DE GUADUA ALTURA DE 30 CMS  21 MPa - (3000 PSI)","M2","$67.185,10","$179.486,14"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.09","PLACA CASETON ESTERILLA DE GUADUA ALTURA DE 35 CMS   24.5 MPa - (3500 PSI)","M2","$67.521,03","$202.242,48"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.10","PLACA CASETON ESTERILLA DE GUADUA ALTURA DE 35 CMS  21 MPa - (3000 PSI)","M2","$67.521,03","$195.875,32"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.11","PLACA CASETON ESTERILLA DE GUADUA ALTURA DE 40 CMS   21 MPa - (3000 PSI)","M2","$67.521,03","$204.050,39"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.12","PLACA CASETON ESTERILLA DE GUADUA ALTURA DE 40 CMS   24.5 MPa - (3500 PSI)","M2","$67.521,03","$210.872,35"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.13","PLACA CON STEEL DECK 21 MPa - (3000 PSI) E=0.10MTS","M2","$22.507,01","$103.271,25"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.14","PLACA CON STEEL DECK 24.5 MPa - (3500 PSI) E= 0.10 MTS","M2","$22.507,01","$106.682,23"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.15","PLACA ENTREPISO ALIGERADO BLOQUE CONCRETO 21 MPa - (3000 PSI)","M2","$58.932,53","$304.864,75"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.16","PLACA ENTREPISO IMPERMEABILIZADO ALIGERADO CASETON DE LONA E=0.30 mts.   28 MPa - (4000 PSI)","M2","$56.477,01","$259.368,38"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.17","PLACA FACIL 21 MPa - (3000 PSI) E= 0.05 MTS","M2","$140.080,93","$236.248,29"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.18","PLACA FACIL 24.5 MPa - (3500 PSI) E= 0.05 MTS","M2","$140.080,93","$238.832,05"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.19","PLACA MACIZA 21 MPa - (3000 PSI)  E=0.10 MTS","M2","$54.021,49","$252.952,38"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.20","PLACA MACIZA 21 MPa - (3000 PSI)  E=0.12 MTS","M2","$49.110,44","$257.305,92"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.21","PLACA MACIZA 21 MPa - (3000 PSI)  E=0.15 MTS","M2","$73.665,66","$297.354,11"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.22","REFUERZOS MALLA ELECTROSOLDADA H-257","kg","$834,88","$4.814,83"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.23","VIGA  AEREA  21 MPa - (3000 PSI)","M3","$454.271,57","$1.166.084,99"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.24","VIGA AMARRE SOBRE MURO  21 MPa - (3000 PSI)","M3","$294.662,64","$857.778,46"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.25","COLUMNAS EN CONCRETO 21 MPa - (3000 PSI), ALTURA MENOR A TRES METROS FORMALETA METALICA","M3","$252.673,22","$1.289.564,24"
"1","EDIFICACIONES","1.03","ESTRUCTURAS","1.03.26","COLUMNAS EN CONCRETO 21 MPa (3000 PSI), ALTURA MAYOR A 3 mts-FORMALETA METALICA","M3","$313.079,06","$1.350.574,14"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.01","ALFAGIA EN CONCRETO E=0.15mts. 17.5 MPa - (2500 PSI) INC. REFUERZO","ML","$18.907,52","$33.733,88"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.02","ALFAGIA EN CONCRETO E=0.25mts. 17.5 MPa - (2500 PSI) INC. REFUERZO","ML","$40.516,11","$57.252,64"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.03","ALFAGIA LADRILLO PRENSADO TIPO MAGUNCIA","ML","$14.721,31","$38.715,88"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.04","DINTELES EN BLOQUE E=0.15 MTS","ML","$11.049,85","$25.368,04"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.05","DINTELES EN CONCRETO DE 15X20 cms. 17.5 MPa - (2500 PSI)  INC. REFUERZO","ML","$20.036,55","$46.965,96"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.06","ENCHAPES LADRILLO PRENSADO","M2","$27.010,74","$93.206,49"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.07","LAVADA DE FACHADA INC. ACIDO MURIATICO","M2","$2.259,33","$6.995,01"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.08","MESONES EN CONCRETO A=0.60 mts. 17.5 MPa - (2500PSI) INC. REFUERZO E:0.10","M2","$53.284,83","$135.066,67"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.09","MURO EN ADOBE ESTABILIZADO E= 0.65 MTS","M2","$50.388,82","$230.511,65"
